target_id,cluster_id,seq_len,bank,setting,best5_tm
8WUT_B,8WUS_B,115,Thesis-3T+2D,John_fixed,0.75395
8WUT_B,8WUS_B,115,Thesis-3T+2D,Simple,0.76388
8WUT_B,8WUS_B,115,Thesis-3T+2D,Geometry,0.76552
8WUU_B,8WUS_B,111,J-controlled,Raw,0.74066
8WUU_B,8WUS_B,111,J-controlled,John_original,0.7406
8WUU_B,8WUS_B,111,J-controlled,John_fixed,0.73251
8WUU_B,8WUS_B,111,J-controlled,Simple,0.73804
8WUU_B,8WUS_B,111,J-controlled,Geometry,0.74083
8WUU_B,8WUS_B,111,Thesis-3T+2D,Raw,0.77874
8WUU_B,8WUS_B,111,Thesis-3T+2D,John_original,0.77657
8WUU_B,8WUS_B,111,Thesis-3T+2D,John_fixed,0.76722
8WUU_B,8WUS_B,111,Thesis-3T+2D,Simple,0.77648
8WUU_B,8WUS_B,111,Thesis-3T+2D,Geometry,0.77852
8WUV_B,8WUS_B,137,J-controlled,Raw,0.6957
8WUV_B,8WUS_B,137,J-controlled,John_original,0.696
8WUV_B,8WUS_B,137,J-controlled,John_fixed,0.69305
8WUV_B,8WUS_B,137,J-controlled,Simple,0.69439
8WUV_B,8WUS_B,137,J-controlled,Geometry,0.69582
8WUV_B,8WUS_B,137,Thesis-3T+2D,Raw,0.68443
8WUV_B,8WUS_B,137,Thesis-3T+2D,John_original,0.68012
8WUV_B,8WUS_B,137,Thesis-3T+2D,John_fixed,0.67618
8WUV_B,8WUS_B,137,Thesis-3T+2D,Simple,0.68417
8WUV_B,8WUS_B,137,Thesis-3T+2D,Geometry,0.68362
8X5V_B,8X5V_B,110,J-controlled,Raw,0.56296
8X5V_B,8X5V_B,110,J-controlled,John_original,0.53948
8X5V_B,8X5V_B,110,J-controlled,John_fixed,0.53671
8X5V_B,8X5V_B,110,J-controlled,Simple,0.56098
8X5V_B,8X5V_B,110,J-controlled,Geometry,0.56211
8X5V_B,8X5V_B,110,Thesis-3T+2D,Raw,0.6675
8X5V_B,8X5V_B,110,Thesis-3T+2D,John_original,0.65375
8X5V_B,8X5V_B,110,Thesis-3T+2D,John_fixed,0.64868
8X5V_B,8X5V_B,110,Thesis-3T+2D,Simple,0.66584
8X5V_B,8X5V_B,110,Thesis-3T+2D,Geometry,0.66776
8XAK_B,8XAK_B,34,J-controlled,Raw,0.09484
8XAK_B,8XAK_B,34,J-controlled,John_original,0.09763
8XAK_B,8XAK_B,34,J-controlled,John_fixed,0.09575
8XAK_B,8XAK_B,34,J-controlled,Simple,0.09471
8XAK_B,8XAK_B,34,J-controlled,Geometry,0.09507
8XAK_B,8XAK_B,34,Thesis-3T+2D,Raw,0.09209
8XAK_B,8XAK_B,34,Thesis-3T+2D,John_original,0.10139
8XAK_B,8XAK_B,34,Thesis-3T+2D,John_fixed,0.0941
8XAK_B,8XAK_B,34,Thesis-3T+2D,Simple,0.0942
8XAK_B,8XAK_B,34,Thesis-3T+2D,Geometry,0.10223
8XCA_B,8XCA_B,60,J-controlled,Raw,0.24416
8XCA_B,8XCA_B,60,J-controlled,John_original,0.24722
8XCA_B,8XCA_B,60,J-controlled,John_fixed,0.24719
8XCA_B,8XCA_B,60,J-controlled,Simple,0.2436
8XCA_B,8XCA_B,60,J-controlled,Geometry,0.26091
8XCA_B,8XCA_B,60,Thesis-3T+2D,Raw,0.37759
8XCA_B,8XCA_B,60,Thesis-3T+2D,John_original,0.36321
8XCA_B,8XCA_B,60,Thesis-3T+2D,John_fixed,0.38226
8XCA_B,8XCA_B,60,Thesis-3T+2D,Simple,0.3803
8XCA_B,8XCA_B,60,Thesis-3T+2D,Geometry,0.38002
8XTP_A,8XTP_A,133,J-controlled,Raw,0.21542
8XTP_A,8XTP_A,133,J-controlled,John_original,0.21372
8XTP_A,8XTP_A,133,J-controlled,John_fixed,0.2132
8XTP_A,8XTP_A,133,J-controlled,Simple,0.21532
8XTP_A,8XTP_A,133,J-controlled,Geometry,0.22217
8XTP_A,8XTP_A,133,Thesis-3T+2D,Raw,0.26904
8XTP_A,8XTP_A,133,Thesis-3T+2D,John_original,0.26331
8XTP_A,8XTP_A,133,Thesis-3T+2D,John_fixed,0.26661
8XTP_A,8XTP_A,133,Thesis-3T+2D,Simple,0.26918
8XTP_A,8XTP_A,133,Thesis-3T+2D,Geometry,0.27013
8XTR_A,8XTP_A,145,J-controlled,Raw,0.2306
8XTR_A,8XTP_A,145,J-controlled,John_original,0.22105
8XTR_A,8XTP_A,145,J-controlled,John_fixed,0.22248
8XTR_A,8XTP_A,145,J-controlled,Simple,0.22821
8XTR_A,8XTP_A,145,J-controlled,Geometry,0.2301
8XTR_A,8XTP_A,145,Thesis-3T+2D,Raw,0.21482
8XTR_A,8XTP_A,145,Thesis-3T+2D,John_original,0.23465
8XTR_A,8XTP_A,145,Thesis-3T+2D,John_fixed,0.23401
8XTR_A,8XTP_A,145,Thesis-3T+2D,Simple,0.23641
8XTR_A,8XTP_A,145,Thesis-3T+2D,Geometry,0.23536
8YDC_A,8YDC_A,58,J-controlled,Raw,0.32247
8YDC_A,8YDC_A,58,J-controlled,John_original,0.31266
8YDC_A,8YDC_A,58,J-controlled,John_fixed,0.31231
8YDC_A,8YDC_A,58,J-controlled,Simple,0.32105
8YDC_A,8YDC_A,58,J-controlled,Geometry,0.32328
8YDC_A,8YDC_A,58,Thesis-3T+2D,Raw,0.24967
8YDC_A,8YDC_A,58,Thesis-3T+2D,John_original,0.24672
8YDC_A,8YDC_A,58,Thesis-3T+2D,John_fixed,0.25497
8YDC_A,8YDC_A,58,Thesis-3T+2D,Simple,0.24219
8YDC_A,8YDC_A,58,Thesis-3T+2D,Geometry,0.24435
8YGJ_B,8WUS_B,137,J-controlled,Raw,0.64399
8YGJ_B,8WUS_B,137,J-controlled,John_original,0.6442
8YGJ_B,8WUS_B,137,J-controlled,John_fixed,0.64192
8YGJ_B,8WUS_B,137,J-controlled,Simple,0.64287
8YGJ_B,8WUS_B,137,J-controlled,Geometry,0.64402
8YGJ_B,8WUS_B,137,Thesis-3T+2D,Raw,0.62708
8YGJ_B,8WUS_B,137,Thesis-3T+2D,John_original,0.62421
8YGJ_B,8WUS_B,137,Thesis-3T+2D,John_fixed,0.62072
8YGJ_B,8WUS_B,137,Thesis-3T+2D,Simple,0.62662
8YGJ_B,8WUS_B,137,Thesis-3T+2D,Geometry,0.6268
8YHA_C,8YHA_C,61,J-controlled,Raw,0.50599
8YHA_C,8YHA_C,61,J-controlled,John_original,0.47804
8YHA_C,8YHA_C,61,J-controlled,John_fixed,0.46947
8YHA_C,8YHA_C,61,J-controlled,Simple,0.49993
8YHA_C,8YHA_C,61,J-controlled,Geometry,0.50577
8YHA_C,8YHA_C,61,Thesis-3T+2D,Raw,0.23601
8YHA_C,8YHA_C,61,Thesis-3T+2D,John_original,0.23553
8YHA_C,8YHA_C,61,Thesis-3T+2D,John_fixed,0.23517
8YHA_C,8YHA_C,61,Thesis-3T+2D,Simple,0.23357
8YHA_C,8YHA_C,61,Thesis-3T+2D,Geometry,0.23495
8YII_C,8YII_C,104,J-controlled,Raw,0.30399
8YII_C,8YII_C,104,J-controlled,John_original,0.34126
8YII_C,8YII_C,104,J-controlled,John_fixed,0.30471
8YII_C,8YII_C,104,J-controlled,Simple,0.30642
8YII_C,8YII_C,104,J-controlled,Geometry,0.30553
8YII_C,8YII_C,104,Thesis-3T+2D,Raw,0.62934
8YII_C,8YII_C,104,Thesis-3T+2D,John_original,0.60734
8YII_C,8YII_C,104,Thesis-3T+2D,John_fixed,0.61798
8YII_C,8YII_C,104,Thesis-3T+2D,Simple,0.62842
8YII_C,8YII_C,104,Thesis-3T+2D,Geometry,0.62933
8ZAU_A,8ZAU_A,69,J-controlled,Raw,0.95415
8ZAU_A,8ZAU_A,69,J-controlled,John_original,0.95186
8ZAU_A,8ZAU_A,69,J-controlled,John_fixed,0.93586
8ZAU_A,8ZAU_A,69,J-controlled,Simple,0.94714
8ZAU_A,8ZAU_A,69,J-controlled,Geometry,0.95389
8ZAU_A,8ZAU_A,69,Thesis-3T+2D,Raw,0.96002
8ZAU_A,8ZAU_A,69,Thesis-3T+2D,John_original,0.95786
8ZAU_A,8ZAU_A,69,Thesis-3T+2D,John_fixed,0.94184
8ZAU_A,8ZAU_A,69,Thesis-3T+2D,Simple,0.9531
8ZAU_A,8ZAU_A,69,Thesis-3T+2D,Geometry,0.96031
8ZDR_A,8W2Z_B,159,J-controlled,Raw,0.86013
8ZDR_A,8W2Z_B,159,J-controlled,John_original,0.85939
8ZDR_A,8W2Z_B,159,J-controlled,John_fixed,0.85451
8ZDR_A,8W2Z_B,159,J-controlled,Simple,0.8582
8ZDR_A,8W2Z_B,159,J-controlled,Geometry,0.8602
8ZDR_A,8W2Z_B,159,Thesis-3T+2D,Raw,0.94898
8ZDR_A,8W2Z_B,159,Thesis-3T+2D,John_original,0.94834
8ZDR_A,8W2Z_B,159,Thesis-3T+2D,John_fixed,0.9424
8ZDR_A,8W2Z_B,159,Thesis-3T+2D,Simple,0.94735
8ZDR_A,8W2Z_B,159,Thesis-3T+2D,Geometry,0.94817
9AR4_B,9AR4_B,149,J-controlled,Raw,0.75022
9AR4_B,9AR4_B,149,J-controlled,John_original,0.7445
9AR4_B,9AR4_B,149,J-controlled,John_fixed,0.73172
9AR4_B,9AR4_B,149,J-controlled,Simple,0.74851
9AR4_B,9AR4_B,149,J-controlled,Geometry,0.74975
9AR4_B,9AR4_B,149,Thesis-3T+2D,Raw,0.75138
9AR4_B,9AR4_B,149,Thesis-3T+2D,John_original,0.74321
9AR4_B,9AR4_B,149,Thesis-3T+2D,John_fixed,0.73974
9AR4_B,9AR4_B,149,Thesis-3T+2D,Simple,0.74877
9AR4_B,9AR4_B,149,Thesis-3T+2D,Geometry,0.75283
9AR6_B,9AR7_B,147,J-controlled,Raw,0.79409
9AR6_B,9AR7_B,147,J-controlled,John_original,0.78896
9AR6_B,9AR7_B,147,J-controlled,John_fixed,0.77899
9AR6_B,9AR7_B,147,J-controlled,Simple,0.79198
9AR6_B,9AR7_B,147,J-controlled,Geometry,0.79339
9AR6_B,9AR7_B,147,Thesis-3T+2D,Raw,0.79361
9AR6_B,9AR7_B,147,Thesis-3T+2D,John_original,0.78678
9AR6_B,9AR7_B,147,Thesis-3T+2D,John_fixed,0.78164
9AR6_B,9AR7_B,147,Thesis-3T+2D,Simple,0.79503
9AR6_B,9AR7_B,147,Thesis-3T+2D,Geometry,0.7923
9AR7_B,9AR7_B,120,J-controlled,Raw,0.75268
9AR7_B,9AR7_B,120,J-controlled,John_original,0.75369
9AR7_B,9AR7_B,120,J-controlled,John_fixed,0.74953
9AR7_B,9AR7_B,120,J-controlled,Simple,0.7513
9AR7_B,9AR7_B,120,J-controlled,Geometry,0.75224
9AR7_B,9AR7_B,120,Thesis-3T+2D,Raw,0.75068
9AR7_B,9AR7_B,120,Thesis-3T+2D,John_original,0.74776
9AR7_B,9AR7_B,120,Thesis-3T+2D,John_fixed,0.73978
9AR7_B,9AR7_B,120,Thesis-3T+2D,Simple,0.754
9AR7_B,9AR7_B,120,Thesis-3T+2D,Geometry,0.75073
9ASP_E,9ASP_E,119,J-controlled,Raw,0.25957
9ASP_E,9ASP_E,119,J-controlled,John_original,0.23667
9ASP_E,9ASP_E,119,J-controlled,John_fixed,0.23777
9ASP_E,9ASP_E,119,J-controlled,Simple,0.25828
9ASP_E,9ASP_E,119,J-controlled,Geometry,0.25908
9ASP_E,9ASP_E,119,Thesis-3T+2D,Raw,0.58668
9ASP_E,9ASP_E,119,Thesis-3T+2D,John_original,0.58199
9ASP_E,9ASP_E,119,Thesis-3T+2D,John_fixed,0.59069
9ASP_E,9ASP_E,119,Thesis-3T+2D,Simple,0.5871
9ASP_E,9ASP_E,119,Thesis-3T+2D,Geometry,0.58757
9B1Y_4,9B1Y_4,81,J-controlled,Raw,0.55487
9B1Y_4,9B1Y_4,81,J-controlled,John_original,0.5582
9B1Y_4,9B1Y_4,81,J-controlled,John_fixed,0.55907
9B1Y_4,9B1Y_4,81,J-controlled,Simple,0.55631
9B1Y_4,9B1Y_4,81,J-controlled,Geometry,0.55554
9B1Y_4,9B1Y_4,81,Thesis-3T+2D,Raw,0.54582
9B1Y_4,9B1Y_4,81,Thesis-3T+2D,John_original,0.54971
9B1Y_4,9B1Y_4,81,Thesis-3T+2D,John_fixed,0.5497
9B1Y_4,9B1Y_4,81,Thesis-3T+2D,Simple,0.54725
9B1Y_4,9B1Y_4,81,Thesis-3T+2D,Geometry,0.54644
9B89_C,9B89_C,35,J-controlled,Raw,0.27883
9B89_C,9B89_C,35,J-controlled,John_original,0.28636
9B89_C,9B89_C,35,J-controlled,John_fixed,0.28731
9B89_C,9B89_C,35,J-controlled,Simple,0.28117
9B89_C,9B89_C,35,J-controlled,Geometry,0.28216
9B89_C,9B89_C,35,Thesis-3T+2D,Raw,0.33394
9B89_C,9B89_C,35,Thesis-3T+2D,John_original,0.40512
9B89_C,9B89_C,35,Thesis-3T+2D,John_fixed,0.38696
9B89_C,9B89_C,35,Thesis-3T+2D,Simple,0.33265
9B89_C,9B89_C,35,Thesis-3T+2D,Geometry,0.33687
9BCI_A,9BCI_A,50,J-controlled,Raw,0.33657
9BCI_A,9BCI_A,50,J-controlled,John_original,0.3431
9BCI_A,9BCI_A,50,J-controlled,John_fixed,0.33574
9BCI_A,9BCI_A,50,J-controlled,Simple,0.37951
9BCI_A,9BCI_A,50,J-controlled,Geometry,0.33893
9BCI_A,9BCI_A,50,Thesis-3T+2D,Raw,0.50569
9BCI_A,9BCI_A,50,Thesis-3T+2D,John_original,0.48561
9BCI_A,9BCI_A,50,Thesis-3T+2D,John_fixed,0.49604
9BCI_A,9BCI_A,50,Thesis-3T+2D,Simple,0.50371
9BCI_A,9BCI_A,50,Thesis-3T+2D,Geometry,0.50172
9C0J_R,9C0J_R,155,J-controlled,Raw,0.19959
9C0J_R,9C0J_R,155,J-controlled,John_original,0.19294
9C0J_R,9C0J_R,155,J-controlled,John_fixed,0.19533
9C0J_R,9C0J_R,155,J-controlled,Simple,0.1951
9C0J_R,9C0J_R,155,J-controlled,Geometry,0.20021
9C0J_R,9C0J_R,155,Thesis-3T+2D,Raw,0.24777
9C0J_R,9C0J_R,155,Thesis-3T+2D,John_original,0.2585
9C0J_R,9C0J_R,155,Thesis-3T+2D,John_fixed,0.25601
9C0J_R,9C0J_R,155,Thesis-3T+2D,Simple,0.24834
9C0J_R,9C0J_R,155,Thesis-3T+2D,Geometry,0.26447
9C3H_S4,9C3H_S4,76,J-controlled,Raw,0.83578
9C3H_S4,9C3H_S4,76,J-controlled,John_original,0.834
9C3H_S4,9C3H_S4,76,J-controlled,John_fixed,0.81734
9C3H_S4,9C3H_S4,76,J-controlled,Simple,0.82687
9C3H_S4,9C3H_S4,76,J-controlled,Geometry,0.83465
9C3H_S4,9C3H_S4,76,Thesis-3T+2D,Raw,0.73368
9C3H_S4,9C3H_S4,76,Thesis-3T+2D,John_original,0.72079
9C3H_S4,9C3H_S4,76,Thesis-3T+2D,John_fixed,0.69884
9C3H_S4,9C3H_S4,76,Thesis-3T+2D,Simple,0.72595
9C3H_S4,9C3H_S4,76,Thesis-3T+2D,Geometry,0.73204
9CAI_A7,9CAI_A7,119,J-controlled,Raw,0.99865
9CAI_A7,9CAI_A7,119,J-controlled,John_original,0.99729
9CAI_A7,9CAI_A7,119,J-controlled,John_fixed,0.98939
9CAI_A7,9CAI_A7,119,J-controlled,Simple,0.99547
9CAI_A7,9CAI_A7,119,J-controlled,Geometry,0.99839
9CAI_A7,9CAI_A7,119,Thesis-3T+2D,Raw,0.99865
9CAI_A7,9CAI_A7,119,Thesis-3T+2D,John_original,0.99729
9CAI_A7,9CAI_A7,119,Thesis-3T+2D,John_fixed,0.98939
9CAI_A7,9CAI_A7,119,Thesis-3T+2D,Simple,0.99547
9CAI_A7,9CAI_A7,119,Thesis-3T+2D,Geometry,0.99839
9CAI_A8,9CAI_A8,153,J-controlled,Raw,0.99939
9CAI_A8,9CAI_A8,153,J-controlled,John_original,0.99798
9CAI_A8,9CAI_A8,153,J-controlled,John_fixed,0.99224
9CAI_A8,9CAI_A8,153,J-controlled,Simple,0.99673
9CAI_A8,9CAI_A8,153,J-controlled,Geometry,0.99916
9CAI_A8,9CAI_A8,153,Thesis-3T+2D,Raw,0.99939
9CAI_A8,9CAI_A8,153,Thesis-3T+2D,John_original,0.99796
9CAI_A8,9CAI_A8,153,Thesis-3T+2D,John_fixed,0.99062
9CAI_A8,9CAI_A8,153,Thesis-3T+2D,Simple,0.99704
9CAI_A8,9CAI_A8,153,Thesis-3T+2D,Geometry,0.99911
9DTR_2,9DTR_2,132,J-controlled,Raw,0.71054
9DTR_2,9DTR_2,132,J-controlled,John_original,0.70208
9DTR_2,9DTR_2,132,J-controlled,John_fixed,0.69098
9DTR_2,9DTR_2,132,J-controlled,Simple,0.70706
9DTR_2,9DTR_2,132,J-controlled,Geometry,0.70908
9DTR_2,9DTR_2,132,Thesis-3T+2D,Raw,0.56065
9DTR_2,9DTR_2,132,Thesis-3T+2D,John_original,0.55595
9DTR_2,9DTR_2,132,Thesis-3T+2D,John_fixed,0.54133
9DTR_2,9DTR_2,132,Thesis-3T+2D,Simple,0.55907
9DTR_2,9DTR_2,132,Thesis-3T+2D,Geometry,0.5603
9DTR_I,9DTR_I,48,J-controlled,Raw,0.53704
9DTR_I,9DTR_I,48,J-controlled,John_original,0.52147
9DTR_I,9DTR_I,48,J-controlled,John_fixed,0.51017
9DTR_I,9DTR_I,48,J-controlled,Simple,0.51814
9DTR_I,9DTR_I,48,J-controlled,Geometry,0.53016
9DTR_I,9DTR_I,48,Thesis-3T+2D,Raw,0.21051
9DTR_I,9DTR_I,48,Thesis-3T+2D,John_original,0.20124
9DTR_I,9DTR_I,48,Thesis-3T+2D,John_fixed,0.20042
9DTR_I,9DTR_I,48,Thesis-3T+2D,Simple,0.20929
9DTR_I,9DTR_I,48,Thesis-3T+2D,Geometry,0.21017
9DXL_A,9DXL_A,48,J-controlled,Raw,0.67655
9DXL_A,9DXL_A,48,J-controlled,John_original,0.67027
9DXL_A,9DXL_A,48,J-controlled,John_fixed,0.64653
9DXL_A,9DXL_A,48,J-controlled,Simple,0.66223
9DXL_A,9DXL_A,48,J-controlled,Geometry,0.67542
9DXL_A,9DXL_A,48,Thesis-3T+2D,Raw,0.67655
9DXL_A,9DXL_A,48,Thesis-3T+2D,John_original,0.67027
9DXL_A,9DXL_A,48,Thesis-3T+2D,John_fixed,0.64653
9DXL_A,9DXL_A,48,Thesis-3T+2D,Simple,0.66223
9DXL_A,9DXL_A,48,Thesis-3T+2D,Geometry,0.67542
9E2W_F,9E2W_F,48,J-controlled,Raw,0.1564
9E2W_F,9E2W_F,48,J-controlled,John_original,0.14169
9E2W_F,9E2W_F,48,J-controlled,John_fixed,0.14137
9E2W_F,9E2W_F,48,J-controlled,Simple,0.15057
9E2W_F,9E2W_F,48,J-controlled,Geometry,0.15946
9E2W_F,9E2W_F,48,Thesis-3T+2D,Raw,0.24041
9E2W_F,9E2W_F,48,Thesis-3T+2D,John_original,0.22367
9E2W_F,9E2W_F,48,Thesis-3T+2D,John_fixed,0.23379
9E2W_F,9E2W_F,48,Thesis-3T+2D,Simple,0.23569
9E2W_F,9E2W_F,48,Thesis-3T+2D,Geometry,0.23655
9E2Y_F,9E2Y_F,35,J-controlled,Raw,0.19632
9E2Y_F,9E2Y_F,35,J-controlled,John_original,0.19375
9E2Y_F,9E2Y_F,35,J-controlled,John_fixed,0.1927
9E2Y_F,9E2Y_F,35,J-controlled,Simple,0.20263
9E2Y_F,9E2Y_F,35,J-controlled,Geometry,0.20554
9E2Y_F,9E2Y_F,35,Thesis-3T+2D,Raw,0.23912
9E2Y_F,9E2Y_F,35,Thesis-3T+2D,John_original,0.21584
9E2Y_F,9E2Y_F,35,Thesis-3T+2D,John_fixed,0.23635
9E2Y_F,9E2Y_F,35,Thesis-3T+2D,Simple,0.23091
9E2Y_F,9E2Y_F,35,Thesis-3T+2D,Geometry,0.23948
9E71_2,9E71_2,129,J-controlled,Raw,0.82396
9E71_2,9E71_2,129,J-controlled,John_original,0.82337
9E71_2,9E71_2,129,J-controlled,John_fixed,0.81825
9E71_2,9E71_2,129,J-controlled,Simple,0.82464
9E71_2,9E71_2,129,J-controlled,Geometry,0.82509
9E71_2,9E71_2,129,Thesis-3T+2D,Raw,0.75494
9E71_2,9E71_2,129,Thesis-3T+2D,John_original,0.7562
9E71_2,9E71_2,129,Thesis-3T+2D,John_fixed,0.75681
9E71_2,9E71_2,129,Thesis-3T+2D,Simple,0.75577
9E71_2,9E71_2,129,Thesis-3T+2D,Geometry,0.75618
9FI8_bN,9FI8_bN,58,J-controlled,Raw,0.16142
9FI8_bN,9FI8_bN,58,J-controlled,John_original,0.16603
9FI8_bN,9FI8_bN,58,J-controlled,John_fixed,0.16567
9FI8_bN,9FI8_bN,58,J-controlled,Simple,0.15425
9FI8_bN,9FI8_bN,58,J-controlled,Geometry,0.15439
9FI8_bN,9FI8_bN,58,Thesis-3T+2D,Raw,0.1453
9FI8_bN,9FI8_bN,58,Thesis-3T+2D,John_original,0.15329
9FI8_bN,9FI8_bN,58,Thesis-3T+2D,John_fixed,0.15724
9FI8_bN,9FI8_bN,58,Thesis-3T+2D,Simple,0.15169
9FI8_bN,9FI8_bN,58,Thesis-3T+2D,Geometry,0.14785
9FI8_hG,9FI8_hG,68,J-controlled,Raw,0.1441
9FI8_hG,9FI8_hG,68,J-controlled,John_original,0.15084
9FI8_hG,9FI8_hG,68,J-controlled,John_fixed,0.1398
9FI8_hG,9FI8_hG,68,J-controlled,Simple,0.14299
9FI8_hG,9FI8_hG,68,J-controlled,Geometry,0.14513
9FI8_hG,9FI8_hG,68,Thesis-3T+2D,Raw,0.15038
9FI8_hG,9FI8_hG,68,Thesis-3T+2D,John_original,0.14795
9FI8_hG,9FI8_hG,68,Thesis-3T+2D,John_fixed,0.1496
9FI8_hG,9FI8_hG,68,Thesis-3T+2D,Simple,0.15117
9FI8_hG,9FI8_hG,68,Thesis-3T+2D,Geometry,0.15165
9FIA_bE,9FIA_bE,107,J-controlled,Raw,0.22873
9FIA_bE,9FIA_bE,107,J-controlled,John_original,0.23298
9FIA_bE,9FIA_bE,107,J-controlled,John_fixed,0.23196
9FIA_bE,9FIA_bE,107,J-controlled,Simple,0.22301
9FIA_bE,9FIA_bE,107,J-controlled,Geometry,0.22866
9FIA_bE,9FIA_bE,107,Thesis-3T+2D,Raw,0.21313
9FIA_bE,9FIA_bE,107,Thesis-3T+2D,John_original,0.22834
9FIA_bE,9FIA_bE,107,Thesis-3T+2D,John_fixed,0.21313
9FIA_bE,9FIA_bE,107,Thesis-3T+2D,Simple,0.22425
9FIA_bE,9FIA_bE,107,Thesis-3T+2D,Geometry,0.22706
9FIA_bL,9FIA_bL,48,J-controlled,Raw,0.19397
9FIA_bL,9FIA_bL,48,J-controlled,John_original,0.16075
9FIA_bL,9FIA_bL,48,J-controlled,John_fixed,0.16075
9FIA_bL,9FIA_bL,48,J-controlled,Simple,0.19387
9FIA_bL,9FIA_bL,48,J-controlled,Geometry,0.19723
9FIA_bL,9FIA_bL,48,Thesis-3T+2D,Raw,0.16436
9FIA_bL,9FIA_bL,48,Thesis-3T+2D,John_original,0.1382
9FIA_bL,9FIA_bL,48,Thesis-3T+2D,John_fixed,0.13002
9FIA_bL,9FIA_bL,48,Thesis-3T+2D,Simple,0.12984
9FIA_bL,9FIA_bL,48,Thesis-3T+2D,Geometry,0.13655
9FIA_bO,9FIA_bO,115,J-controlled,Raw,0.19313
9FIA_bO,9FIA_bO,115,J-controlled,John_original,0.19807
9FIA_bO,9FIA_bO,115,J-controlled,John_fixed,0.1978
9FIA_bO,9FIA_bO,115,J-controlled,Simple,0.20471
9FIA_bO,9FIA_bO,115,J-controlled,Geometry,0.20548
9FIA_bO,9FIA_bO,115,Thesis-3T+2D,Raw,0.1727
9FIA_bO,9FIA_bO,115,Thesis-3T+2D,John_original,0.17822
9FIA_bO,9FIA_bO,115,Thesis-3T+2D,John_fixed,0.17808
9FIA_bO,9FIA_bO,115,Thesis-3T+2D,Simple,0.18263
9FIA_bO,9FIA_bO,115,Thesis-3T+2D,Geometry,0.18695
9FIA_bT,9FIA_bT,60,J-controlled,Raw,0.23
9FIA_bT,9FIA_bT,60,J-controlled,John_original,0.25294
9FIA_bT,9FIA_bT,60,J-controlled,John_fixed,0.25259
9FIA_bT,9FIA_bT,60,J-controlled,Simple,0.24029
9FIA_bT,9FIA_bT,60,J-controlled,Geometry,0.2421
9FIA_bT,9FIA_bT,60,Thesis-3T+2D,Raw,0.2449
9FIA_bT,9FIA_bT,60,Thesis-3T+2D,John_original,0.2474
9FIA_bT,9FIA_bT,60,Thesis-3T+2D,John_fixed,0.24485
9FIA_bT,9FIA_bT,60,Thesis-3T+2D,Simple,0.24516
9FIA_bT,9FIA_bT,60,Thesis-3T+2D,Geometry,0.24637
9FIA_bU,9FIA_bU,31,J-controlled,Raw,0.17716
9FIA_bU,9FIA_bU,31,J-controlled,John_original,0.17461
9FIA_bU,9FIA_bU,31,J-controlled,John_fixed,0.15718
9FIA_bU,9FIA_bU,31,J-controlled,Simple,0.17854
9FIA_bU,9FIA_bU,31,J-controlled,Geometry,0.17654
9FIA_bU,9FIA_bU,31,Thesis-3T+2D,Raw,0.11278
9FIA_bU,9FIA_bU,31,Thesis-3T+2D,John_original,0.15503
9FIA_bU,9FIA_bU,31,Thesis-3T+2D,John_fixed,0.11592
9FIA_bU,9FIA_bU,31,Thesis-3T+2D,Simple,0.12346
9FIA_bU,9FIA_bU,31,Thesis-3T+2D,Geometry,0.11862
9FO9_A,9FO9_A,33,J-controlled,Raw,0.22563
9FO9_A,9FO9_A,33,J-controlled,John_original,0.1953
9FO9_A,9FO9_A,33,J-controlled,John_fixed,0.22088
9FO9_A,9FO9_A,33,J-controlled,Simple,0.21089
9FO9_A,9FO9_A,33,J-controlled,Geometry,0.22399
9FO9_A,9FO9_A,33,Thesis-3T+2D,Raw,0.20743
9FO9_A,9FO9_A,33,Thesis-3T+2D,John_original,0.21046
9FO9_A,9FO9_A,33,Thesis-3T+2D,John_fixed,0.21016
9FO9_A,9FO9_A,33,Thesis-3T+2D,Simple,0.20892
9FO9_A,9FO9_A,33,Thesis-3T+2D,Geometry,0.20701
9FPZ_1,9FQ0_1,300,J-controlled,Raw,0.36402
9FPZ_1,9FQ0_1,300,J-controlled,John_original,0.35182
9FPZ_1,9FQ0_1,300,J-controlled,John_fixed,0.35162
9FPZ_1,9FQ0_1,300,J-controlled,Simple,0.35396
9FPZ_1,9FQ0_1,300,J-controlled,Geometry,0.35422
9FPZ_1,9FQ0_1,300,Thesis-3T+2D,Raw,0.25995
9FPZ_1,9FQ0_1,300,Thesis-3T+2D,John_original,0.19991
9FPZ_1,9FQ0_1,300,Thesis-3T+2D,John_fixed,0.1869
9FPZ_1,9FQ0_1,300,Thesis-3T+2D,Simple,0.25966
9FPZ_1,9FQ0_1,300,Thesis-3T+2D,Geometry,0.2602
9FQ0_1,9FQ0_1,298,J-controlled,Raw,0.3424
9FQ0_1,9FQ0_1,298,J-controlled,John_original,0.32817
9FQ0_1,9FQ0_1,298,J-controlled,John_fixed,0.32619
9FQ0_1,9FQ0_1,298,J-controlled,Simple,0.34208
9FQ0_1,9FQ0_1,298,J-controlled,Geometry,0.34236
9FQ0_1,9FQ0_1,298,Thesis-3T+2D,Raw,0.24947
9FQ0_1,9FQ0_1,298,Thesis-3T+2D,John_original,0.25699
9FQ0_1,9FQ0_1,298,Thesis-3T+2D,John_fixed,0.24832
