target_id,cluster_id,seq_len,bank,n_candidates,best_tm,mean_pairwise_self_tm,near_duplicate_pair_fraction,source_available
9FI8_bN,9FI8_bN,58,5T,5,0.16277,0.519407,0.0,True
9FI8_bN,9FI8_bN,58,3T+2D,5,0.1453,0.294624,0.0,True
9FI8_bN,9FI8_bN,58,2T,2,0.14281,0.65735,0.0,True
9FI8_bN,9FI8_bN,58,1T+1D,2,0.12314,0.11781,0.0,True
9FI8_bN,9FI8_bN,58,2D,2,0.12493,0.36799,0.0,True
9FI8_hG,9FI8_hG,68,5T,5,0.13631,0.39072500000000004,0.0,True
9FI8_hG,9FI8_hG,68,3T+2D,5,0.15038,0.32444,0.0,True
9FI8_hG,9FI8_hG,68,2T,2,0.12205,0.93914,0.0,True
9FI8_hG,9FI8_hG,68,1T+1D,2,0.12972,0.26599,0.0,True
9FI8_hG,9FI8_hG,68,2D,2,0.15038,0.3072,0.0,True
9FIA_bE,9FIA_bE,107,5T,5,0.2139,0.258161,0.0,True
9FIA_bE,9FIA_bE,107,3T+2D,5,0.21313,0.192884,0.0,True
9FIA_bE,9FIA_bE,107,2T,2,0.20653,0.14703,0.0,True
9FIA_bE,9FIA_bE,107,1T+1D,2,0.20653,0.16809,0.0,True
9FIA_bE,9FIA_bE,107,2D,2,0.21121,0.31012,0.0,True
9FIA_bL,9FIA_bL,48,5T,5,0.16246,0.145351,0.0,True
9FIA_bL,9FIA_bL,48,3T+2D,5,0.16436,0.16198,0.0,True
9FIA_bL,9FIA_bL,48,2T,2,0.11542,0.20437,0.0,True
9FIA_bL,9FIA_bL,48,1T+1D,2,0.13054,0.13262,0.0,True
9FIA_bL,9FIA_bL,48,2D,2,0.16436,0.3368,0.0,True
9FIA_bO,9FIA_bO,115,5T,5,0.17535,0.9489220000000002,0.5,True
9FIA_bO,9FIA_bO,115,3T+2D,5,0.1727,0.42573099999999997,0.2,True
9FIA_bO,9FIA_bO,115,2T,2,0.16261,0.95639,1.0,True
9FIA_bO,9FIA_bO,115,1T+1D,2,0.1727,0.19866,0.0,True
9FIA_bO,9FIA_bO,115,2D,2,0.1727,0.25371,0.0,True
9FIA_bT,9FIA_bT,60,5T,5,0.2449,0.513403,0.3,True
9FIA_bT,9FIA_bT,60,3T+2D,5,0.2449,0.34976700000000005,0.1,True
9FIA_bT,9FIA_bT,60,2T,2,0.2449,0.62147,0.0,True
9FIA_bT,9FIA_bT,60,1T+1D,2,0.2449,0.17925,0.0,True
9FIA_bT,9FIA_bT,60,2D,2,0.20565,0.21408,0.0,True
9FIA_bU,9FIA_bU,31,5T,5,0.10337,0.239829,0.0,True
9FIA_bU,9FIA_bU,31,3T+2D,5,0.11278,0.179366,0.0,True
9FIA_bU,9FIA_bU,31,2T,2,0.09651,0.23694,0.0,True
9FIA_bU,9FIA_bU,31,1T+1D,2,0.11278,0.09686,0.0,True
9FIA_bU,9FIA_bU,31,2D,2,0.11278,0.30676,0.0,True
9FO9_A,9FO9_A,33,5T,5,0.14635,0.8684200000000001,0.1,True
9FO9_A,9FO9_A,33,3T+2D,5,0.20743,0.44086600000000004,0.1,True
9FO9_A,9FO9_A,33,2T,2,0.13408,0.92638,0.0,True
9FO9_A,9FO9_A,33,1T+1D,2,0.19459,0.16416,0.0,True
9FO9_A,9FO9_A,33,2D,2,0.20743,0.55586,0.0,True
9FPZ_1,9FQ0_1,300,5T,5,0.17805,0.23315800000000003,0.1,True
9FPZ_1,9FQ0_1,300,3T+2D,5,0.25995,0.24914799999999998,0.1,True
9FPZ_1,9FQ0_1,300,2T,2,0.16281,0.13286,0.0,True
9FPZ_1,9FQ0_1,300,1T+1D,2,0.25995,0.13354,0.0,True
9FPZ_1,9FQ0_1,300,2D,2,0.25995,0.20537,0.0,True
9FQ0_1,9FQ0_1,298,5T,5,0.17041,0.209367,0.0,True
9FQ0_1,9FQ0_1,298,3T+2D,5,0.24947,0.18352649999999998,0.0,True
9FQ0_1,9FQ0_1,298,2T,2,0.16089,0.11506,0.0,True
9FQ0_1,9FQ0_1,298,1T+1D,2,0.24947,0.14978,0.0,True
9FQ0_1,9FQ0_1,298,2D,2,0.24947,0.26661,0.0,True
9G6K_l2,9G6K_l2,31,5T,5,0.29362,0.6003900000000001,0.1,True
9G6K_l2,9G6K_l2,31,3T+2D,5,0.28658,0.396194,0.1,True
9G6K_l2,9G6K_l2,31,2T,2,0.28658,0.7865,0.0,True
9G6K_l2,9G6K_l2,31,1T+1D,2,0.28658,0.15198,0.0,True
9G6K_l2,9G6K_l2,31,2D,2,0.09577,0.48007,0.0,True
9G6K_l4,9G6K_l4,94,5T,5,0.13676,0.28580700000000003,0.1,True
9G6K_l4,9G6K_l4,94,3T+2D,5,0.13928,0.24508899999999997,0.0,True
9G6K_l4,9G6K_l4,94,2T,2,0.1156,0.16649,0.0,True
9G6K_l4,9G6K_l4,94,1T+1D,2,0.13928,0.21664,0.0,True
9G6K_l4,9G6K_l4,94,2D,2,0.13928,0.26375,0.0,True
9G6K_l6,9G6K_l6,50,5T,5,0.20655,0.25354,0.1,True
9G6K_l6,9G6K_l6,50,3T+2D,5,0.20655,0.18629199999999999,0.0,True
9G6K_l6,9G6K_l6,50,2T,2,0.20655,0.09278,0.0,True
9G6K_l6,9G6K_l6,50,1T+1D,2,0.12682,0.0975,0.0,True
9G6K_l6,9G6K_l6,50,2D,2,0.12682,0.5081,0.0,True
9G6K_l7,9G6K_l7,69,5T,5,0.19345,0.45126,0.3,True
9G6K_l7,9G6K_l7,69,3T+2D,5,0.19345,0.24163700000000002,0.0,True
9G6K_l7,9G6K_l7,69,2T,2,0.19345,0.51527,0.0,True
9G6K_l7,9G6K_l7,69,1T+1D,2,0.17525,0.19129,0.0,True
9G6K_l7,9G6K_l7,69,2D,2,0.14294,0.43644,0.0,True
9G6K_l8,9G6K_l8,33,5T,5,0.11484,0.333351,0.0,True
9G6K_l8,9G6K_l8,33,3T+2D,5,0.11484,0.20156000000000002,0.0,True
9G6K_l8,9G6K_l8,33,2T,2,0.10495,0.11136,0.0,True
9G6K_l8,9G6K_l8,33,1T+1D,2,0.08498,0.16688,0.0,True
9G6K_l8,9G6K_l8,33,2D,2,0.10843,0.58967,0.0,True
9G6K_lF,9G6K_lF,88,5T,5,0.17475,0.528161,0.4,True
9G6K_lF,9G6K_lF,88,3T+2D,5,0.2625,0.44756100000000004,0.3,True
9G6K_lF,9G6K_lF,88,2T,2,0.15688,0.99979,1.0,True
9G6K_lF,9G6K_lF,88,1T+1D,2,0.2625,0.19349,0.0,True
9G6K_lF,9G6K_lF,88,2D,2,0.2625,0.31111,0.0,True
9G6K_lI,9G6K_lI,48,5T,5,0.17088,0.18603000000000003,0.0,True
9G6K_lI,9G6K_lI,48,3T+2D,5,0.18478,0.21003399999999997,0.0,True
9G6K_lI,9G6K_lI,48,2T,2,0.17088,0.17622,0.0,True
9G6K_lI,9G6K_lI,48,1T+1D,2,0.18478,0.23868,0.0,True
9G6K_lI,9G6K_lI,48,2D,2,0.18478,0.37268,0.0,True
9G6K_lJ,9G6K_lJ,279,5T,5,0.17187,0.585752,0.3,True
9G6K_lJ,9G6K_lJ,279,3T+2D,5,0.21018,0.24909900000000001,0.0,True
9G6K_lJ,9G6K_lJ,279,2T,2,0.16084,0.27127,0.0,True
9G6K_lJ,9G6K_lJ,279,1T+1D,2,0.21018,0.17228,0.0,True
9G6K_lJ,9G6K_lJ,279,2D,2,0.21018,0.22179,0.0,True
9G6K_lL,9G6K_lL,91,5T,5,0.19883,0.255796,0.1,True
9G6K_lL,9G6K_lL,91,3T+2D,5,0.24557,0.21668500000000002,0.0,True
9G6K_lL,9G6K_lL,91,2T,2,0.19883,0.17141,0.0,True
9G6K_lL,9G6K_lL,91,1T+1D,2,0.20376,0.22289,0.0,True
9G6K_lL,9G6K_lL,91,2D,2,0.24557,0.29843,0.0,True
9G6K_lM,9G6K_lM,194,5T,5,0.2672,0.23595199999999994,0.0,True
9G6K_lM,9G6K_lM,194,3T+2D,5,0.2672,0.236382,0.0,True
9G6K_lM,9G6K_lM,194,2T,2,0.2672,0.20457,0.0,True
9G6K_lM,9G6K_lM,194,1T+1D,2,0.2672,0.16141,0.0,True
9G6K_lM,9G6K_lM,194,2D,2,0.19802,0.19816,0.0,True
9G6K_lO,9G6K_lO,180,5T,5,0.69232,0.48006099999999996,0.4,True
9G6K_lO,9G6K_lO,180,3T+2D,5,0.69232,0.429612,0.3,True
9G6K_lO,9G6K_lO,180,2T,2,0.69202,0.99993,1.0,True
9G6K_lO,9G6K_lO,180,1T+1D,2,0.69202,0.17953,0.0,True
9G6K_lO,9G6K_lO,180,2D,2,0.16955,0.19337,0.0,True
9G6K_lX,9G6K_lX,58,5T,5,0.14455,0.16231,0.0,True
9G6K_lX,9G6K_lX,58,3T+2D,5,0.14455,0.141436,0.0,True
9G6K_lX,9G6K_lX,58,2T,2,0.12504,0.08833,0.0,True
9G6K_lX,9G6K_lX,58,1T+1D,2,0.12504,0.09232,0.0,True
9G6K_lX,9G6K_lX,58,2D,2,0.11963,0.35418,0.0,True
9G7C_A,9G7C_A,224,5T,5,0.15712,0.632625,0.5,True
9G7C_A,9G7C_A,224,3T+2D,5,0.23529,0.24448149999999996,0.1,True
9G7C_A,9G7C_A,224,2T,2,0.14863,0.13424,0.0,True
9G7C_A,9G7C_A,224,1T+1D,2,0.2233,0.17436,0.0,True
9G7C_A,9G7C_A,224,2D,2,0.23529,0.2266,0.0,True
9KPO_B,9KPO_B,255,5T,5,0.16755,0.45925200000000005,0.2,True
9KPO_B,9KPO_B,255,3T+2D,5,0.24911,0.386278,0.1,True
9KPO_B,9KPO_B,255,2T,2,0.16755,0.81302,0.0,True
9KPO_B,9KPO_B,255,1T+1D,2,0.24911,0.17953,0.0,True
9KPO_B,9KPO_B,255,2D,2,0.24911,0.16094,0.0,True
9L5S_5,9L5S_5,116,5T,5,0.59792,0.82713,0.1,True
9L5S_5,9L5S_5,116,3T+2D,5,0.59792,0.5193269999999999,0.1,True
9L5S_5,9L5S_5,116,2T,2,0.59792,0.80428,0.0,True
9L5S_5,9L5S_5,116,1T+1D,2,0.59792,0.37082,0.0,True
9L5S_5,9L5S_5,116,2D,2,0.39192,0.43248,0.0,True
9MTY_C,9MTY_C,36,5T,5,0.15203,0.145934,0.0,True
9MTY_C,9MTY_C,36,3T+2D,5,0.16627,0.1865555,0.0,True
9MTY_C,9MTY_C,36,2T,2,0.12198,0.153535,0.0,True
9MTY_C,9MTY_C,36,1T+1D,2,0.15708,0.14948,0.0,True
9MTY_C,9MTY_C,36,2D,2,0.16627,0.60241,0.0,True
