chain_key,pdb_id,chain_id,release_date,length,resolved_c1_count,normalized_sequence_sha256,sequence_coordinate_sha256,db_controlled_included
1P6V_D,1P6V,D,2003-08-12,24,24,402cf8e258c4a4c947f549450fc0f349855f7f52c7ac3d38db360adebd3d02b1,f835bf173ad5031ead183eac07d14cb38e5de20ebd2c64a33ef35182e6521d6a,True
1P79_A,1P79,A,2003-11-04,5,5,05e1ff90887edb4b536205070f5ea76f7c78e0924a975c058b1a69403cf50e0f,2bd0cb097cb933a46703f450947bc629d420239b72515fee0d7f664e777c2058,True
1P9X_0,1P9X,0,2003-08-05,2738,2738,f83fe2446ead043fbb2e1a94e125761d75d765de133b28a633df18d60784042a,7236ee0581616ae5c7c408685d94d3b3f1f0578b689a3dd85a4985b6cba4c35a,True
1PBL_A,1PBL,A,1997-07-07,6,6,d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f,fb38b660d2aaf825e13ac81fe346644a876ab477ce3e4f22c12b33d24c4c78fa,True
1PBL_B,1PBL,B,1997-07-07,6,6,d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f,44ec6f8c7be6abbccfca17770d2bfaefb0a48ff975592eab9b6ea2b5b33b2049,True
1PBM_A,1PBM,A,1997-07-07,6,6,d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f,6b64cc59be4c336db34a02d4c2b14e1084f1db1f1089d449c5595623c39d5bf4,True
1PBM_B,1PBM,B,1997-07-07,6,6,d4bbb3df5dc0087e74b0c761cefd10b2550aaadba26d011e1730d05ed0285b0f,8a9ef1903e0f58d63c9acdf051fc9d527e2fdafccb8e5b0aed22fcc60d4a2b27,True
1PBR_A,1PBR,A,1997-09-17,27,27,bbdab9cde9655d13304e9bbf2ad29392e5c6e58541cc9dc473f29b7b529f1eed,a98e83815feaa642f048764885cb535a1bcd5998e30888d1b6c81bc67b283846,True
1PGL_3,1PGL,3,2003-11-18,6,6,f4551ad0a90d502cfc095f2f6f403433e9b1d4b921ee0415d73018b26009b040,5659c3c4627b1994e6b3cd65a021484f538ef52830839c7982df08527555983a,True
1PJG_A,1PJG,A,2003-12-09,10,10,21431f5428e4364fc1d8426aa912cbf09b967ba231e6e79173df7e4fa2d63848,82480ea5c1b1c7897685f124809062d983d82a29ab854212818f193fc0db67f2,True
1PJO_A,1PJO,A,2003-12-09,10,10,21431f5428e4364fc1d8426aa912cbf09b967ba231e6e79173df7e4fa2d63848,4c0b3f1b2152fe238fb81a3b73eb1796daa7e72c96158a337c88539be9181e54,True
1PJY_A,1PJY,A,2003-08-05,22,22,8dfe0b749fca6da4607650b8a539d6aa9033a3989e6c27617babeee5bc0efec4,80fe0ede4f5fa1186897216efca854f69796561d5185673c70f4c12db2c4f41a,True
1PVO_G,1PVO,G,2003-07-22,2,2,93bb3219846414188bb5ee69c1a6854db1843791330826196ccbf7348d0e7d7c,394bac4e6e1e0e98acb14e32f29180f5cfdd74fa1eb01287f2bb9996d028b1ad,True
1PVO_H,1PVO,H,2003-07-22,2,2,93bb3219846414188bb5ee69c1a6854db1843791330826196ccbf7348d0e7d7c,a919ee85a56b55fc2e823e454f93a858ec26f9e23e3aa21aa543a6eaf812de32,True
1PVO_J,1PVO,J,2003-07-22,2,2,93bb3219846414188bb5ee69c1a6854db1843791330826196ccbf7348d0e7d7c,adcc8367e2bb67f5a72aa9accd69ff0ab4f835b03176e2b0a99306962d6063c0,True
1PVO_K,1PVO,K,2003-07-22,2,2,93bb3219846414188bb5ee69c1a6854db1843791330826196ccbf7348d0e7d7c,8ef8e8b8551e12c8094aaadab2b0c7244eb9bf4a714977ab743bf5d368dc0709,True
1PVO_L,1PVO,L,2003-07-22,2,2,93bb3219846414188bb5ee69c1a6854db1843791330826196ccbf7348d0e7d7c,bc5eed3489cdaa04f7268679d849e6468c6203099ee050244c0840c09e4ed40c,True
1Q29_A,1Q29,A,2004-02-24,17,17,ce859e842aa6fad89454ed72adcb9c2dd39ccab2d30d81091e7c8fa810bb22e0,b607511244e88d17636b540db8f8437d89c1f6753f16db5539fe3a2be263a3cb,True
1Q29_B,1Q29,B,2004-02-24,24,24,c0799ec4c2147ac8dbc1b845741e5ec47e5c50e8fbf78466ff176ea9c8415851,c95a5a86596c2f499ce9b9e86c08749df76a8377f73bcb651933778751b48efd,True
1Q2R_E,1Q2R,E,2003-09-09,20,20,ade52fb6344efaca2afd422e1f6c49b94167f251d69909600829ada0f9a899b0,0670c8f82d1a51e2e5f4e36547e7d90911fcc6e1ce26a639c8b7d97dfa23c885,True
1Q2R_F,1Q2R,F,2003-09-09,20,20,ade52fb6344efaca2afd422e1f6c49b94167f251d69909600829ada0f9a899b0,435635d6de8d3d975fe1b5f067fec8b618b74b49c16c46c57b2d2ca74b796d88,True
1Q2S_E,1Q2S,E,2003-09-09,20,20,ade52fb6344efaca2afd422e1f6c49b94167f251d69909600829ada0f9a899b0,c43bcdebc79ae83d4fdda0954d5f524fd57f302af1da68f40d4e187a4974b3f5,True
1Q2S_F,1Q2S,F,2003-09-09,20,20,ade52fb6344efaca2afd422e1f6c49b94167f251d69909600829ada0f9a899b0,ade5c45a5e1fd2ede4aa3dd94bab8cd5f61769a39f6453a5af9032598abc5efa,True
1Q75_A,1Q75,A,2003-12-23,15,15,3b6da834e1b6a50e6579323cba25543b9d0bb1f0dbd8faf887cd7c2b795a1437,f36ef52531e956fafebc048e0272942f1bf4cef70d3043e0b60d70ca328b729c,True
1Q7Y_5,1Q7Y,5,2003-10-07,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,b89d5f087b19df08ac15ce35b91109c222888958318f36d810bf23fe1a10fde8,True
1Q7Y_A,1Q7Y,A,2003-10-07,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,8b3940257f9b41722a6bcfd09d5aec75fa970ec607373d8272cdcec2e7eb022d,True
1Q7Y_B,1Q7Y,B,2003-10-07,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,0875bc89a8cd6f32dcb6cc75fd2e389a6583e814193b25fe18dd56d0214cb863,True
1Q81_5,1Q81,5,2003-10-07,2,2,a56362a10c816abf206d72cb914e2d5ca454eb9c7e744f88b1a1422c379e9942,060a1e7c8b5b42f0cb8fc86cc47b2811466214624adbba87f91cbea576ab44f5,True
1Q81_A,1Q81,A,2003-10-07,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,4b013dca13afbb75951f324b2764c5b2b0cec7aec76ace6f11c562fe46317e32,True
1Q81_B,1Q81,B,2003-10-07,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,7cf1b9cdd811e1310ac6d460b7c1f34099a65b682f34d65e7a1f48f7d926054e,True
1Q82_5,1Q82,5,2003-10-07,2,2,a56362a10c816abf206d72cb914e2d5ca454eb9c7e744f88b1a1422c379e9942,09db54c9bb313d80ab72932d0ddab7564a1e04f3336492e02ad603f3c97b174c,True
1Q82_A,1Q82,A,2003-10-07,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,11e2c55c5c25042b48bb9d09b0ec6e30c3da72386f5282af18b7e4ec024db98b,True
1Q82_B,1Q82,B,2003-10-07,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,c3a7661f22df11b085f09512db2c911339a473ef9037d0d3231acd2737ddcdb8,True
1Q86_5,1Q86,5,2003-10-07,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,0a76d11b87b58404deb25ba5ca15f77844d5ded17fbcd56b3706d0fa4179c614,True
1Q86_6,1Q86,6,2003-10-07,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,69d58a9903bfb1a1325fe86fcc02721bc022674005476a0e75a741c60d0b9661,True
1Q86_A,1Q86,A,2003-10-07,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,fad82c064aaea6c9b3218add2b44996397fb275282f745ba1577c3e34106d4b1,True
1Q86_B,1Q86,B,2003-10-07,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,9d89c455267dae9426d429a1cec206d2bfe5d45c7550bfe37dbd9bf2a506ac01,True
1Q8N_A,1Q8N,A,2004-03-23,38,38,c67ca09a644d991f4a901efe5479d8c5148e0a2089a7ddec1e11bdbbdb0b6258,95a11ef9c565f89c1cb271d91fd000f45533cad2b94c34c68553b023ae40a63c,True
1Q93_A,1Q93,A,2003-11-25,27,27,6e8a0ec9624a2874553c19ffc6e71fdca28d5c0032244f2485c71b3bcf636424,cd02b41f0553d91460da74f7bb91c889b95478990d75b4ed11a9e9a1d3d3ebc0,True
1Q93_B,1Q93,B,2003-11-25,27,27,6e8a0ec9624a2874553c19ffc6e71fdca28d5c0032244f2485c71b3bcf636424,1b35a7cb381e48f9168e8b5a3fe26ed0367b3aeb9f14e3d000c50db13a067104,True
1Q93_C,1Q93,C,2003-11-25,27,27,6e8a0ec9624a2874553c19ffc6e71fdca28d5c0032244f2485c71b3bcf636424,c16f2fc044ff93a59fbf73a5ff4e91d013581edf795e7b983fdd2939de980974,True
1Q96_A,1Q96,A,2003-11-25,27,27,510db062463ef010d16784df38681a8e9cdbd98ca58f2f71c2a29b3403ea42b1,71def8a29a4ca111412cc6f21e017e18f8eba3a595f0fc8e1406d0aa24fe6995,True
1Q96_B,1Q96,B,2003-11-25,27,27,510db062463ef010d16784df38681a8e9cdbd98ca58f2f71c2a29b3403ea42b1,d53e0a759b5c8fe8e86f1ec52a2d61eb7cab26f3d40d7fcb1563d427abdd31ce,True
1Q96_C,1Q96,C,2003-11-25,27,27,510db062463ef010d16784df38681a8e9cdbd98ca58f2f71c2a29b3403ea42b1,f7c6615cf1798c3fa258e3c0137496d755503d426f9ab6e2051142ac9cd19997,True
1Q9A_A,1Q9A,A,2003-11-25,27,27,ef84716ab732e929d6b5daa79f8adf9bb4d157a50f3f8afa7abbf35283f18da8,6319f1dce347d5ef451f73b42f6eae2130f7ea4c9a8fb0c01429dc5e1dcc3d4f,True
1QA6_C,1QA6,C,1999-05-25,58,58,23b2537cfb779a8ecbca46ecb0bc3e4185a9c4d268813c295c1bd784b9959745,374743dbe22a5975206fb2398cfaa5cb0d682f36afb2ec803f1b465f429ec7cb,True
1QA6_D,1QA6,D,1999-05-25,58,58,23b2537cfb779a8ecbca46ecb0bc3e4185a9c4d268813c295c1bd784b9959745,abf8c2a318b077e74dca473ff9b1afd58942684141f25ad7492690d160847338,True
1QBP_A,1QBP,A,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,8707f3e093e97b58a4d689f1737bebc57f74bf835347c267c48e66c0b425df3d,True
1QBP_B,1QBP,B,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,5d515265119391e2b5d50010c0f67456a6f9cf66d648d3ea10e7f1597db039c2,True
1QBP_C,1QBP,C,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,8657ea9bb2aeb6fcd0c1c66b09528b8fdfe96f1195673d774a7b875e14db95b8,True
1QBP_D,1QBP,D,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,f1e6597de0f2a81e53dbd5b1624e5b21fe4be46dbe52539aa67b295718bda7fc,True
1QBP_E,1QBP,E,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,7a4a2915a0fc3867df0708c0014255821d745f9c139937b05e54759943088c44,True
1QBP_F,1QBP,F,1999-11-26,15,14,3b8fb595ecfbf4ef20599bab51dde34ce753b37e293e3e685cbab05036f9fd79,1f9c05cb16da74e74f3de9d750c2e180de0623b847738d6f41c51f7537b9ff49,True
1QC0_A,1QC0,A,1999-11-11,9,9,1c27c4b2a13f86f408161142df78b768a24c90de1e36b3eb8d2a434c61e22cc6,bff63188c2d0dae09754c065213df4803e494b3f937c234d8e05bd462c0452c6,True
1QC0_B,1QC0,B,1999-11-11,10,10,3d570888521a7862d10ed1d7d6daac1dfe14477c9e6f6fec526fdba97a268be5,07ceb5f643cda714cd9573af5f13a2b50561886114f68653b662a7c562b92429,True
1QC0_C,1QC0,C,1999-11-11,19,19,b3875afac096a313257b5273184cced2b33aacfbdd2fd955df59727d37a6a73e,17b61839a874dbe89c9ffb6e0c2d7f54b798d0a4127393795c65a75ef7113a70,True
1QC0_D,1QC0,D,1999-11-11,19,19,e9d95a66f53279236753b730e793e9f7cb0f5d84a062249da4150f1592ccd0f1,0274700fb3f34b38130989fd296e9354f5f3b9b082c690f8e76b9b9970cbbad0,True
1QC8_A,1QC8,A,1999-08-31,25,25,e35c8599c960a450716afb747ebb69b6d583c092880ea8d95fd4673058cd4d7a,e83578a86ce9799771ecdcf4fcb3a6300c5f29de304e3013c9b96b8e16a6daf2,True
1QCU_A,1QCU,A,1999-11-11,11,11,bfbe6eca4a7c1b7991b7cf28f46cf7b16d38b0a9caf596e6deabb2e957a760d3,28df2c2b000c8d06e208ea8f190e8bdc4bb6b64986aeeb1f91d788798f02f654,True
1QCU_B,1QCU,B,1999-11-11,11,11,60685b3fce10ddfa4cf8f5eb920f0a7045ae42c8fa00153ea6dc9c79581396c6,8b7f98f55ea16fac884f04dafe8ec4248899022ea7e0a88afc95533351686599,True
1QCU_C,1QCU,C,1999-11-11,11,11,60685b3fce10ddfa4cf8f5eb920f0a7045ae42c8fa00153ea6dc9c79581396c6,fe6dfd32bbf86f828db3f4eb0b4e8821c1b7d7d15913effc23909916dbb8466c,True
1QCU_D,1QCU,D,1999-11-11,11,11,bfbe6eca4a7c1b7991b7cf28f46cf7b16d38b0a9caf596e6deabb2e957a760d3,bc5b81a8f9bd7eceb8e4f523d9e46501f02cf2fda60f5bc86d7c70c19f2346a4,True
1QD3_A,1QD3,A,2000-07-12,29,29,ab4885a8194d3d9afc9ffc032c1b09f16322031c32aa27a9277c5205137f871b,e7cc562cd719796d7eb61e2ad20f6e667a733875aa5f911be0849690c1e49705,True
1QES_A,1QES,A,1997-06-05,8,8,70e7fc068669bdb1cfd74cec117536ed17984d43e42df128c8992d46a693f356,be8a07b08fe3ffab92c165ae18f23d7d627aa21a6b33ee8df4352300917f97ca,True
1QES_B,1QES,B,1997-06-05,8,8,70e7fc068669bdb1cfd74cec117536ed17984d43e42df128c8992d46a693f356,8b4ae60fa5c860490612578753fed5e0f7e4698acbf0649281b519fbc5af6b43,True
1QET_A,1QET,A,1997-06-05,8,8,411cba8d551e2c224f3bf227e0a049840bf92b71ddd2d3560b85bc93cfb10255,34dcca773b8f17b72c768bd7f5e92174143a744e0656922817c81d58820a2567,True
1QET_B,1QET,B,1997-06-05,8,8,411cba8d551e2c224f3bf227e0a049840bf92b71ddd2d3560b85bc93cfb10255,96bebaac706cd3c8fc86dd477c64edcd1b5cbfc84a101f15b4c8ad0942d051df,True
1QF6_B,1QF6,B,1999-05-06,76,76,d68ea1b372217c9909c2c8dc0681c7c2aaa842cb9f8e102c4a5efa86cfbb03bb,675ccf18bcb4bba80536d6b0aa5e5ef45670d7b4f83ba853f2efcc9ed845d556,True
1QFQ_A,1QFQ,A,1999-04-20,15,15,7953ff7450cb560866fda350acbd2def5c5aab065632a594157c2ea212a4377b,425f5ace1a6aea4dc32a788efc6877f7effd2dc96966a58fa48250fcfa1afcc4,True
1QLN_R,1QLN,R,2000-02-04,3,3,4c573d7486ff3e432b9fcd07d5558134dfd4963eb541ea4ad688d42870548dfb,0b2f01d7f1009597ae386e4aced5d08a4fcc31f686599b91ee81a7cdab1fd086,True
1QRS_B,1QRS,B,1996-12-07,74,74,ce84d211b7b383dac494845e07019d580b997b742300039da4c49a9f590c1747,a9342f6375d51937926d91055034bedffb05e2325f143a2abc2681a99197b3eb,True
1QRT_B,1QRT,B,1996-12-07,74,74,ce84d211b7b383dac494845e07019d580b997b742300039da4c49a9f590c1747,676faf568ed2928fd769f90b27119777392affdd0ee54ac448f7a8f1b4568ea6,True
1QRU_B,1QRU,B,1996-12-07,74,74,ce84d211b7b383dac494845e07019d580b997b742300039da4c49a9f590c1747,c5a85c450065ac09b0f38b468f548a21379cb8c1816554dffdb560599c25e8b1,True
1QTQ_B,1QTQ,B,1998-05-27,74,74,ce84d211b7b383dac494845e07019d580b997b742300039da4c49a9f590c1747,d108f1ee4efab859aa8c478984d76de673699b584a619b98f13456250e5fb6ed,True
1QU2_T,1QU2,T,1999-08-31,75,75,6b1f4bc0426d5e9517e57e698b7c1e6e81314fea99726c948adc59c2d8c1a0ee,fdbecace7fe18d3ec002dca69d374b74d89913308956d49e86fd173c05dcadcd,True
1QU3_T,1QU3,T,1999-08-31,75,75,6b1f4bc0426d5e9517e57e698b7c1e6e81314fea99726c948adc59c2d8c1a0ee,c593a759700a1bc308d5b75f4a99231adf3c567d4376d8b8a1e0fa46f07f3ac3,True
1QVF_0,1QVF,0,2003-11-11,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,39c98406517936e3d023a047dc05818a9a2e42b14203ec3d05c3fb4b6a7cb7ed,True
1QVF_3,1QVF,3,2003-11-11,12,12,f520464b891eb43c3c0588366c18f38a91846094871bbe5149cc72a0087238ff,5d0dda5f924db94cd8c8f950ecc7ea38520949e4d08694ffc2bd60e3382c4b2f,True
1QVF_9,1QVF,9,2003-11-11,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,032a3e52874a835f4508af2a53c6df47f2eb3034b6cfbef819af9dc39068e058,True
1QVG_0,1QVG,0,2003-11-11,2754,2754,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,901d7c0282940328fc0e48aebce93cacbe08f51b54c1e1b5a1c6be8ca47262a8,True
1QVG_3,1QVG,3,2003-11-11,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,0aa5fe37aab8f4b32a4e50b87905907cbf34be4a0e0d1e862176dc0b58a4659f,True
1QVG_4,1QVG,4,2003-11-11,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,a6c0620e144d658144e6b24ae65a8bdcb1d07a91ddb32c9d55350beba0049b87,True
1QVG_5,1QVG,5,2003-11-11,3,3,89932f8285bde9d693a0691a3400ba249f0d5c1357fe157dae3254112e489143,222e154e9ff18bb28069bcdfad4ebcceb78100f7a24e00c1fc9926ed65f158de,True
1QVG_9,1QVG,9,2003-11-11,122,122,dfd3de7e030b318feef57d595066feb0db93248ca32278cd4595d7a64d72074c,45e1670ae2b6aa253fb2a6bf1fca9c50ffa929dc6cc37d2a4e241bec2593fad7,True
1QWA_A,1QWA,A,2003-11-25,21,21,c4fe77a61bbbad94620918e7d6d42d9dd091bdba452232447613ae78e39d5171,5747d3ca53b5158e4d1f450f03ad87107cc02fdf676812c3f7d08edac29556f6,True
1QWB_A,1QWB,A,2003-11-25,26,26,cb5be543f0698b8a87d31c0dba4d4be540c913eb8005749acefcc3333e8c87cf,d5d42471f2820977573f391a5e27f5dd48c5bf51a693c8a06e810019a863f6bc,True
1QZW_B,1QZW,B,2003-11-18,47,47,757b33b7918880b3a2f082d19ccfda923e94b3e5b97ef7252bf49c6fa759a2b4,edc675824b17ad2624de7261123b68622c4042e25a5c760f63d8505935004fd5,True
1QZW_D,1QZW,D,2003-11-18,47,47,757b33b7918880b3a2f082d19ccfda923e94b3e5b97ef7252bf49c6fa759a2b4,d10bd0ac0a48ae394d3475261173f6c5e23e0b9bdebb84dfb91de3ecacd51db4,True
1QZW_F,1QZW,F,2003-11-18,47,47,757b33b7918880b3a2f082d19ccfda923e94b3e5b97ef7252bf49c6fa759a2b4,104316ccf085c3e87375041dd354a41a2295b2332ad76f6a85d179eeac9ab811,True
1QZW_H,1QZW,H,2003-11-18,47,47,757b33b7918880b3a2f082d19ccfda923e94b3e5b97ef7252bf49c6fa759a2b4,cbd04ed9a486487b0fda89d0f3597b30ad07abe8b121d8860e8398946db574c5,True
1R2P_A,1R2P,A,2004-02-03,34,34,4789ed8d7ac802d988e4b26e82d1cb56ce676c163c9e7dce7eb16b1c5ec5b324,c334e17e702a97fdb0890538252f429f8a33607f973eae2f713ed1f3a2e0dcf9,True
1R3E_C,1R3E,C,2003-11-04,17,17,b02b289d17aa831d7e1b8cd3cfd77a92a068b16d24dce64bff78f28527535e4e,fed5c3bdc6247eb863c6e43bc35f5b83af4bc0ef503b39509acfaba158123382,True
1R3E_D,1R3E,D,2003-11-04,17,17,b02b289d17aa831d7e1b8cd3cfd77a92a068b16d24dce64bff78f28527535e4e,c1de1afa639e00594e5d5bd9d975446e49b893e034cb08137c937cfe5e93c0fe,True
1R3E_E,1R3E,E,2003-11-04,17,17,b02b289d17aa831d7e1b8cd3cfd77a92a068b16d24dce64bff78f28527535e4e,77faae308d84462955f7da4b8b0c91059048985d69944a2a286980dc41eec662,True
1R3O_A,1R3O,A,2003-12-23,8,8,46374f63a5d96dc05e39b0912184eccc7f89b30020ed85c04954462565a61857,b5fee1db47e3e45b4170ba2a0dc471b6da74419230d4b8be46ca3ba5da93756d,True
1R3O_B,1R3O,B,2003-12-23,8,8,46374f63a5d96dc05e39b0912184eccc7f89b30020ed85c04954462565a61857,0117118f553f9584562833f7fd4965bbfaf01cf327e5afaedd47d9fd373611a2,True
1R3O_C,1R3O,C,2003-12-23,8,8,46374f63a5d96dc05e39b0912184eccc7f89b30020ed85c04954462565a61857,e25f01534124a1afd55ecf276824b772fe59e3ba212e38c588813379069e69ab,True
1R3O_D,1R3O,D,2003-12-23,8,8,46374f63a5d96dc05e39b0912184eccc7f89b30020ed85c04954462565a61857,8917b5cc6ecdf4ae21b84082f0fefa21ad98de23c9ea1e3418c07cf70a237755,True
1R3X_C,1R3X,C,1998-05-20,8,8,b68d1b1bb862b224c6911f31bd5c959fc8efee2ce92005f1af63a92d5f6add6d,d8d8e051934d657a91469501ef61510f181d657972fb35c16a90203fc8cd1618,True
1R4H_A,1R4H,A,2004-10-19,10,10,7887d667ae93559b06f383254701055a68e966fd99bb35af6c1a9880940f208a,e6a227a2722a8c3328b8c5d302403ebe5fa35529e67ff5bcf0e294128d60557a,True
1R7W_A,1R7W,A,2004-05-25,34,34,b586ab753369d3789c44269c516da65913f7c54ba8334c506aed4cdac711b932,4061bb1317455e0d0d47d200f685199c60611e940c6e661bf46934dd68aebf44,True
1R7Z_A,1R7Z,A,2004-05-25,34,34,596ff8aa596eae45bf8e75da4fc6505e83910c4ba56c198f8a44bf707186ea2e,94e1a97db3d904d6a024e66f750128732c7fad03d445e16d9cc59153f390c01d,True
1R9F_B,1R9F,B,2004-01-27,20,19,5190646ee5752c6d1b959ea826dc8c4da6edd879643e07db8b4d41d0212015d9,30afff292d229736b39bdcf25829a6541850dd3210f38b49ac9757feb24e6e5f,True
1R9F_C,1R9F,C,2004-01-27,20,19,69a2b8ca5d46e76efa6b96e57ab2a48f64f04d7265fe54fce76aa19e7693f1a3,dd91c351150f55bb887f61eee9c794549d15bed6cba52deb8d46b4bbc1551f70,True
1R9S_R,1R9S,R,2004-11-16,10,10,5a95ddc5ca96da0b4393e0c8b72605b165d59c697dea9b79e61f0884ec3ef62c,ea46a6509fdb9a963af593ba57c65338d73f38f77d36ea1e0d484147a838c23a,True
1R9T_R,1R9T,R,2004-11-16,10,10,5a95ddc5ca96da0b4393e0c8b72605b165d59c697dea9b79e61f0884ec3ef62c,bf1a6ffe6e59ab22a32aae4976e7cdf1b602a8e142d4a1b1c6b22872b4db0d79,True
1RAU_A,1RAU,A,1994-01-31,6,6,aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55,edb544c459653a6037b4f87e69137305151b5d36dbc05a59ee9cfbcccf73c2f7,True
1RAU_B,1RAU,B,1994-01-31,6,6,aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55,d5ce652ef3ca70b67466aecd3a11da1c799a19a1d8531d427ac1472b5fbccdce,True
1RAU_C,1RAU,C,1994-01-31,6,6,aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55,3e26c2934cdd4da610a65230476f42fa166c914df8a6c356ef1faa5e46d52a3b,True
1RAU_D,1RAU,D,1994-01-31,6,6,aa5a52291e99d55aeb9a8a1a113ec8edfb9a8a50881613e21abeda4d988e5f55,bdb816b695d3966ca6c5a60ceacdff3480966cf419a4ce65f3c549bd7b59d908,True
1RAW_A,1RAW,A,1997-01-27,36,36,3d0eded6068ca020c42fc8dc571a6607a136f458a63bbe66a5d80090e8a3bad0,7bcb8a8e3888ea36bd68233fd3f06c2b323985ff6d4901c1d214c9e3ff060f68,True
1RC7_B,1RC7,B,2004-03-30,10,10,276fe69f73dfe8ab7607678cd6e8befc496bf6798747c8de76ae66e4227b6515,4879c628fcffa6ec479d8e2a97aeb805bd53a2e2cf76a1564b5f8d41c07007bf,True
1RC7_C,1RC7,C,2004-03-30,10,10,276fe69f73dfe8ab7607678cd6e8befc496bf6798747c8de76ae66e4227b6515,9233ebc2666d8d96a1cd0ce5eb71818087525dc26d12d38a215e2c32ed92c029,True
1RC7_D,1RC7,D,2004-03-30,10,10,276fe69f73dfe8ab7607678cd6e8befc496bf6798747c8de76ae66e4227b6515,ed196eebdea2f8606db16622c073291af3f1dea3b821b624365c186ab644f275,True
1RC7_E,1RC7,E,2004-03-30,10,10,276fe69f73dfe8ab7607678cd6e8befc496bf6798747c8de76ae66e4227b6515,2cce6080659e92f5bf468b98304719d76be47a915bd09334c8d8214939d71ca6,True
1RFR_A,1RFR,A,2004-03-23,30,30,4e178a82602f8c6893c6673d96cc41bc50703c7ff4f9906d023e05a4644ccf54,87a072c34c1abc34093eb0ed46eb0d5b68fabf2e84dd60edf09ad49cd39e4bdb,True
1RGO_D,1RGO,D,2004-03-02,9,9,91ad7a07a79e1a32b5844edb2a0cac04017a7f31e0d156da78509e66bc6badd8,840c2c63581af5a81a2ed3cbf54c8ac15f7b781ded234d6606e9c1e649a0cf6a,True
1RHT_A,1RHT,A,1995-06-03,24,24,5ca76db3035e308a6febaa054c78c3d215577a7eeb6b9d5478dc41e3d23a0a06,8a69c49e3f22b649db297dc2d8b043e74f35574ea87cdebfea073b3f9132df95,True
1RKJ_B,1RKJ,B,2004-04-27,21,21,c4fe77a61bbbad94620918e7d6d42d9dd091bdba452232447613ae78e39d5171,2e2a18958026cd0dfce1285fc1a416fddd34c4d77fc0e1ca73ca368cc5f24def,True
1RLG_C,1RLG,C,2004-06-01,25,25,bb4d51dad3faa56b1ae30ed692a879db2fc499a054bd7cb67a3d84ead21f80fd,61a4c76c7757f8abef2b7b37f06f34a5c4dfcda0649a08014a4103b2d9040068,True
1RLG_D,1RLG,D,2004-06-01,25,25,bb4d51dad3faa56b1ae30ed692a879db2fc499a054bd7cb67a3d84ead21f80fd,40a0dc44f8e85c31fbae3f78846af0731ff8e6dd791d7a59ff18180ed3c6f8b5,True
1RMN_A,1RMN,A,1995-01-26,49,49,415fa461bd67e2fc9ffe3f763e85a22eb53916839997ddc7b2b243df2273dbc4,0ba51f0551d5f9ef0bf5593404fd29a9717fc0397ba55e28d095c8bfe7a81482,True
1RMV_B,1RMV,B,1997-05-15,3,3,584cfa7096459ef7a42db98b89adb02bc7c4c23aa063c54d0bd70b6671c98c36,fec59f22cc19f2c95e0b2ad651baca12cbe15942f673794b750bdbf8a40f3427,True
